dish_1560455030,20.59,103,0.148,4.625,0.956,ingr_0000000471,cherry tomatoes,55,9.9,0.11,2.145,0.495,ingr_0000000031,cucumbers,29,2.9,0,0.58,0.29,ingr_0000000347,baby carrots,19,7.79,0.038,1.9,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1559838402,222.759506,233,3.797,43.154999,5.249,ingr_0000000004,bacon,8,43.28,3.36,0.112,2.96,ingr_0000000437,sweet potato,59.5,45.22,0,10.71,0.595,ingr_0000000192,yam,59.5,73.8395,0.119,17.493,0.952,ingr_0000000013,berries,106,60.42,0.318,14.84,0.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1559751801,451.635986,343,22.040001,32.778,29.228001,ingr_0000000013,berries,66,37.62,0.198,9.24,0.462,ingr_0000000192,yam,66,81.906,0.132,19.404,1.056,ingr_0000000179,eggs,122,189.71,12.81,1.464,15.25,ingr_0000000510,chicken apple sausage,89,142.4,8.9,2.67,12.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1558457530,16,64,0.192,3.2,1.152,ingr_0000000007,cauliflower,64,16,0.192,3.2,1.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1558723449,74.360001,143,0.286,20.02,0.429,ingr_0000000054,apple,143,74.36,0.286,20.02,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1566502505,454.517365,275,22.45969,33.146801,31.874937,ingr_0000000457,sun dried tomatoes,3.075075,7.9336935,0.09225225,1.722042,0.4305105,ingr_0000000525,bok choy,14.892601,1.93603813,0.029785202,0.327637222,0.223389015,ingr_0000000462,pork,104.248215,248.1107517,14.5947501,0,27.1045359,ingr_0000000205,corn on the cob,55,58.355,1.32,12.1,1.705,ingr_0000000031,cucumbers,7.687688,0.7687688,0,0.15375376,0.07687688,ingr_0000000094,onions,4.612613,1.8450452,0.004612613,0.41513517,0.050738743,ingr_0000000291,salt,0.936822,0,0,0,0,ingr_0000000508,soy sauce,5.957041,3.15723173,0.035742246,0.291895009,0.482520321,ingr_0000000122,garlic,4.107534,6.12022566,0.02053767,1.35548622,0.262882176,ingr_0000000328,sugar,11.169451,43.33746988,0,11.169451,0,ingr_0000000312,pepper,0.372315,0.148926,0.00074463,0.034625295,0.0074463,ingr_0000000026,white rice,14.892601,19.3603813,0.044677803,4.16992828,0.402100227,ingr_0000000189,vinegar,3.075075,0,0,0,0,ingr_0000000036,spinach (raw),38.438438,8.84084074,0.153753752,1.383783768,1.114714702,ingr_0000000126,mustard,0.384384,0.235627392,0.012684672,0.02306304,0.014222208,ingr_0000000161,olive oil,6.15015,54.367326,6.15015,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1565383026,171.559998,287,14.031,12.198999,3.695,ingr_0000000036,spinach (raw),57,13.11,0.228,2.052,1.653,ingr_0000000031,cucumbers,101,10.1,0,2.02,1.01,ingr_0000000012,olives,129,148.35,13.803,8.127,1.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1564778030,504.417786,283,31.904985,23.514265,30.773952,ingr_0000000513,millet,10.995864,13.08507816,0.10995864,2.606019768,0.38485524,ingr_0000000511,spinach (cooked),2.748966,0.63226218,0,0.10995864,0.08246898,ingr_0000000189,vinegar,4.358725,0,0,0,0,ingr_0000000094,onions,2.748966,1.0995864,0.002748966,0.24740694,0.030238626,ingr_0000000011,cheese pizza,39,103.701,3.666,13.065,4.368,ingr_0000000027,broccoli,72.195122,25.2682927,0.288780488,5.05365854,1.732682928,ingr_0000000525,bok choy,2.748966,0.35736558,0.005497932,0.060477252,0.04123449,ingr_0000000029,mixed greens,10.553191,2.95489348,0.042212764,0.559319123,0.232170202,ingr_0000000133,shallots,5.497932,1.0995864,0.010995864,0.181431756,0.08246898,ingr_0000000035,blue cheese,6.331915,22.35165995,1.83625535,0.145634045,1.32970215,ingr_0000000025,beef,82.468979,206.1724475,12.37034685,0,21.44193454,ingr_0000000161,olive oil,10.797224,95.44746016,10.797224,0,0,ingr_0000000126,mustard,0.26383,0.16172779,0.00870639,0.0158298,0.00976171,ingr_0000000122,garlic,0.26383,0.3931067,0.00131915,0.0870639,0.01688512,ingr_0000000124,walnuts,4.221276,27.57759611,2.710059192,0.586757364,0.637412676,ingr_0000000030,lettuce,27.438297,4.11574455,0.054876594,0.795710613,0.384136158,ingr_0000000291,salt,0.366916,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1566838407,358.947601,558,9.825659,62.420345,9.731463,ingr_0000000038,pineapple,145,72.5,0.145,18.85,0.725,ingr_0000000008,scrambled eggs,65,96.2,7.15,1.04,6.5,ingr_0000000437,sweet potato,74.146347,56.35122372,0,13.34634246,0.74146347,ingr_0000000013,berries,133,75.81,0.399,18.62,0.931,ingr_0000000161,olive oil,1.853658,16.38633672,1.853658,0,0,ingr_0000000121,watermelon,139,41.7,0.278,10.564,0.834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1559319860,70.330002,13,5.46,0.182,4.81,ingr_0000000004,bacon,13,70.33,5.46,0.182,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1559846099,206.938995,114,14.642001,15.712999,7.688,ingr_0000000507,mandarin oranges,53,28.09,0.159,6.89,0.424,ingr_0000000077,almonds,29,167.649,14.355,6.583,6.496,ingr_0000000027,broccoli,32,11.2,0.128,2.24,0.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1559844506,98.959999,180,0.459,25.1,1.312,ingr_0000000507,mandarin oranges,52,27.56,0.156,6.76,0.416,ingr_0000000440,grapes,81,55.89,0.162,14.58,0.567,ingr_0000000002,strawberries,47,15.51,0.141,3.76,0.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1568305257,837.147766,420,65.496887,9.31325,52.072983,ingr_0000000080,turkey bacon,82,311.354,23.042,2.542,23.862,ingr_0000000291,salt,0.375758,0,0,0,0,ingr_0000000033,bell peppers,15.030304,6.0121216,0.030060608,1.35272736,0.30060608,ingr_0000000126,mustard,0.751515,0.460678695,0.024799995,0.0450909,0.027806055,ingr_0000000161,olive oil,12.024242,106.2942993,12.024242,0,0,ingr_0000000031,cucumbers,15.030304,1.5030304,0,0.30060608,0.15030304,ingr_0000000189,vinegar,6.012121,0,0,0,0,ingr_0000000008,scrambled eggs,276,408.48,30.36,4.416,27.6,ingr_0000000122,garlic,0.751515,1.11975735,0.003757575,0.24799995,0.04809696,ingr_0000000073,radishes,12.024242,1.92387872,0.012024242,0.408824228,0.084169694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1565119464,504.065033,223,23.109737,44.41399,28.041883,ingr_0000000513,millet,6.821508,8.11759452,0.06821508,1.616697396,0.23875278,ingr_0000000054,apple,1.718799,0.89377548,0.003437598,0.24063186,0.005156397,ingr_0000000011,cheese pizza,122,324.398,11.468,40.87,13.664,ingr_0000000291,salt,0.117664,0,0,0,0,ingr_0000000161,olive oil,3.778674,33.40347816,3.778674,0,0,ingr_0000000094,onions,5.142976,2.0571904,0.005142976,0.46286784,0.056572736,ingr_0000000473,cranberries,1.718799,0.79064754,0.001718799,0.20625588,0.008593995,ingr_0000000126,mustard,0.4297,0.2634061,0.0141801,0.025782,0.0158989,ingr_0000000189,vinegar,1.804068,0,0,0,0,ingr_0000000036,spinach (raw),21.484991,4.94154793,0.085939964,0.773459676,0.623064739,ingr_0000000511,spinach (cooked),1.705377,0.39223671,0,0.06821508,0.05116131,ingr_0000000025,beef,51.161312,127.90328,7.6741968,0,13.30194112,ingr_0000000133,shallots,3.410754,0.6821508,0.006821508,0.112554882,0.05116131,ingr_0000000525,bok choy,1.705377,0.22169901,0.003410754,0.037518294,0.025580655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1558027001,20.400002,68,0.068,5.168,0.408,ingr_0000000458,deprecated,68,20.4,0.068,5.168,0.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1566591080,909.629578,549,43.513371,19.378721,103.567314,ingr_0000000312,pepper,8.602063,3.4408252,0.017204126,0.799991859,0.17204126,ingr_0000000332,salmon,171.203308,304.7418882,13.69626464,0,41.08879392,ingr_0000000028,chicken,142,234.3,5.112,0,44.02,ingr_0000000012,olives,14,16.1,1.498,0.882,0.112,ingr_0000000515,arugula,6.848132,1.712033,0.047936924,0.253380884,0.178051432,ingr_0000000023,brown rice,34.240662,38.00713482,0.308165958,7.87535226,0.890257212,ingr_0000000484,chicken salad,97,220.19,15.52,2.813,16.49,ingr_0000000161,olive oil,7.176089,63.43662676,7.176089,0,0,ingr_0000000518,thyme,0.214004,0.21614404,0.003638068,0.05136096,0.01284024,ingr_0000000045,carrot,67.036354,27.48490514,0.134072708,6.7036354,0.603327186,ingr_0000000291,salt,0.679395,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1558631825,118.832001,112,2.688,24.639999,3.472,ingr_0000000205,corn on the cob,112,118.832,2.688,24.64,3.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1559235815,352.39502,268,16.284,31.334002,19.628799,ingr_0000000495,cream cheese,10.8,37.8,3.672,0.594,0.6696,ingr_0000000264,bagels,43.200001,108.0000025,0.648000015,21.16800049,4.363200101,ingr_0000000002,strawberries,103,33.99,0.309,8.24,0.721,ingr_0000000179,eggs,111,172.605,11.655,1.332,13.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1565640272,377.820007,405,13.907999,49.740002,16.559999,ingr_0000000033,bell peppers,54,21.6,0.108,4.86,1.08,ingr_0000000392,pepperoni pizza,111,313.02,13.32,35.52,13.32,ingr_0000000471,cherry tomatoes,240,43.2,0.48,9.36,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1565022062,234.606583,366,2.846122,30.903877,19.271049,ingr_0000000161,olive oil,2.195122,19.40487848,2.195122,0,0,ingr_0000000128,egg whites,177,92.04,0.354,1.239,17.7,ingr_0000000013,berries,99,56.43,0.297,13.86,0.693,ingr_0000000437,sweet potato,87.804878,66.73170728,0,15.80487804,0.87804878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1560368464,349.449951,275,18.062435,16.807095,29.051191,ingr_0000000161,olive oil,2.841699,25.12061916,2.841699,0,0,ingr_0000000023,brown rice,14.208494,15.77142834,0.127876446,3.26795362,0.369420844,ingr_0000000189,vinegar,0.710425,0,0,0,0,ingr_0000000471,cherry tomatoes,3.552124,0.63938232,0.007104248,0.138532836,0.031969116,ingr_0000000112,honeydew melons,137,49.32,0.137,12.33,0.685,ingr_0000000133,shallots,0.710425,0.142085,0.00142085,0.023444025,0.010656375,ingr_0000000524,parsley,0.355212,0.131783652,0.002841696,0.022733568,0.010301148,ingr_0000000521,basil,0.355212,0.08525088,0,0.00710424,0.01420848,ingr_0000000520,lemon juice,0.710425,0.12077225,0,0.0397838,0.0028417,ingr_0000000094,onions,1.420849,0.5683396,0.001420849,0.12787641,0.015629339,ingr_0000000462,pork,106.563705,253.6216179,14.9189187,0,27.7065633,ingr_0000000312,pepper,1.420849,0.5683396,0.002841698,0.132138957,0.02841698,ingr_0000000122,garlic,1.420849,2.11706501,0.007104245,0.46888017,0.090934336,ingr_0000000027,broccoli,3.552124,1.2432434,0.014208496,0.24864868,0.085250976,ingr_0000000291,salt,0.177606,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1560368990,211.92131,119,9.981677,14.39169,14.986163,ingr_0000000133,shallots,0.339768,0.0679536,0.000679536,0.011212344,0.00509652,ingr_0000000291,salt,0.137883,0,0,0,0,ingr_0000000531,pumpkin seeds,0.564706,2.51858876,0.10729414,0.30494124,0.10729414,ingr_0000000524,parsley,0.169884,0.063026964,0.001359072,0.010872576,0.004926636,ingr_0000000161,olive oil,2.488485,21.9982074,2.488485,0,0,ingr_0000000023,brown rice,6.795367,7.54285737,0.061158303,1.56293441,0.176679542,ingr_0000000189,vinegar,0.904474,0,0,0,0,ingr_0000000312,pepper,0.679537,0.2718148,0.001359074,0.063196941,0.01359074,ingr_0000000515,arugula,4.235294,1.0588235,0.029647058,0.156705878,0.110117644,ingr_0000000026,white rice,41,53.3,0.123,11.48,1.107,ingr_0000000122,garlic,0.679537,1.01251013,0.003397685,0.22424721,0.043490368,ingr_0000000045,carrot,1.129412,0.46305892,0.002258824,0.1129412,0.010164708,ingr_0000000027,broccoli,1.698842,0.5945947,0.006795368,0.11891894,0.040772208,ingr_0000000030,lettuce,1.411765,0.21176475,0.00282353,0.040941185,0.01976471,ingr_0000000094,onions,0.679537,0.2718148,0.000679537,0.06115833,0.007474907,ingr_0000000521,basil,0.169884,0.04077216,0,0.00339768,0.00679536,ingr_0000000520,lemon juice,0.339768,0.05776056,0,0.019027008,0.001359072,ingr_0000000126,mustard,0.088235,0.054088055,0.002911755,0.0052941,0.003264695,ingr_0000000462,pork,50.965252,121.2972998,7.13513528,0,13.25096552,ingr_0000000471,cherry tomatoes,1.698842,0.30579156,0.003397684,0.066254838,0.015289578,ingr_0000000029,mixed greens,2.823529,0.79058812,0.011294116,0.149647037,0.062117638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1565033139,193.649994,274,14.177,17.355999,4.434,ingr_0000000029,mixed greens,55,15.4,0.22,2.915,1.21,ingr_0000000027,broccoli,92,32.2,0.368,6.44,2.208,ingr_0000000012,olives,127,146.05,13.589,8.001,1.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
