Dish ID,Ingredient Name,Mass (g),Carbs (g),Glycemic Index,Glycemic Load
dish_1566838407,sweet potato,74.146347,13.34634246,70.0,9.342439722
dish_1566838407,berries,133.0,18.62,35.0,6.517
dish_1566838407,watermelon,139.0,10.564,75.0,7.922999999999999
dish_1559319860,bacon,13.0,0.182,0.0,0.0
dish_1559846099,mandarin oranges,53.0,6.89,47.0,3.2382999999999997
dish_1559846099,almonds,29.0,6.583,15.0,0.98745
dish_1559846099,broccoli,32.0,2.24,15.0,0.336
dish_1559844506,mandarin oranges,52.0,6.76,47.0,3.1771999999999996
dish_1559844506,grapes,81.0,14.58,56.0,8.1648
dish_1559844506,strawberries,47.0,3.76,25.0,0.94
dish_1568305257,turkey bacon,82.0,2.542,0.0,0.0
dish_1568305257,bell peppers,15.030304,1.35272736,15.0,0.202909104
dish_1568305257,cucumbers,15.030304,0.30060608,15.0,0.045090912000000004
dish_1568305257,scrambled eggs,276.0,4.416,0.0,0.0
dish_1568305257,radishes,12.024242,0.408824228,15.0,0.0613236342
dish_1565119464,millet,6.821508,1.616697396,70.0,1.1316881772
dish_1565119464,apple,1.718799,0.24063186,36.0,0.08662746959999999
dish_1565119464,cheese pizza,122.0,40.87,80.0,32.696
dish_1565119464,onions,5.142976,0.46286784,15.0,0.069430176
dish_1565119464,cranberries,1.718799,0.20625588,45.0,0.092815146
dish_1565119464,spinach (raw),21.484991,0.773459676,15.0,0.1160189514
dish_1565119464,spinach (cooked),1.705377,0.06821508,15.0,0.010232261999999999
dish_1565119464,beef,51.161312,0.0,0.0,0.0
dish_1566591080,salmon,171.203308,0.0,0.0,0.0
dish_1566591080,chicken,142.0,0.0,0.0,0.0
dish_1566591080,olives,14.0,0.882,15.0,0.1323
dish_1566591080,arugula,6.848132,0.253380884,15.0,0.0380071326
dish_1566591080,brown rice,34.240662,7.87535226,50.0,3.93767613
dish_1566591080,chicken salad,97.0,2.813,25.0,0.70325
dish_1566591080,carrot,67.036354,6.7036354,30.0,2.01109062
dish_1558631825,corn on the cob,112.0,24.64,48.0,11.8272
dish_1559235815,cream cheese,10.8,0.594,0.0,0.0
dish_1559235815,bagels,43.200001,21.16800049,69.0,14.605920338099999
dish_1559235815,strawberries,103.0,8.24,25.0,2.06
dish_1559235815,eggs,111.0,1.332,0.0,0.0
dish_1565640272,bell peppers,54.0,4.86,15.0,0.7290000000000001
dish_1565640272,pepperoni pizza,111.0,35.52,80.0,28.416000000000004
dish_1565640272,cherry tomatoes,240.0,9.36,30.0,2.8079999999999994
dish_1565022062,berries,99.0,13.86,35.0,4.851
dish_1565022062,sweet potato,87.804878,15.80487804,70.0,11.063414628
dish_1560368464,brown rice,14.208494,3.26795362,50.0,1.63397681
dish_1560368464,cherry tomatoes,3.552124,0.138532836,30.0,0.0415598508
dish_1560368464,honeydew melons,137.0,12.33,65.0,8.0145
dish_1560368464,onions,1.420849,0.12787641,15.0,0.0191814615
dish_1560368464,pork,106.563705,0.0,0.0,0.0
dish_1560368464,broccoli,3.552124,0.24864868,15.0,0.037297302000000004
dish_1560368990,brown rice,6.795367,1.56293441,50.0,0.781467205
dish_1560368990,arugula,4.235294,0.156705878,15.0,0.023505881699999998
dish_1560368990,white rice,41.0,11.48,70.0,8.036
dish_1560368990,carrot,1.129412,0.1129412,30.0,0.03388236
dish_1560368990,broccoli,1.698842,0.11891894,15.0,0.017837841
dish_1560368990,lettuce,1.411765,0.040941185,15.0,0.00614117775
dish_1560368990,onions,0.679537,0.06115833,15.0,0.0091737495
dish_1560368990,pork,50.965252,0.0,0.0,0.0
dish_1560368990,cherry tomatoes,1.698842,0.066254838,30.0,0.019876451399999998
dish_1560368990,mixed greens,2.823529,0.149647037,15.0,0.022447055550000004
dish_1565033139,mixed greens,55.0,2.915,15.0,0.43725
dish_1565033139,broccoli,92.0,6.44,15.0,0.9660000000000001
dish_1565033139,olives,127.0,8.001,15.0,1.2001499999999998
dish_1567020054,kale,3.15651,0.2840859,15.0,0.042612885
dish_1567020054,brussels sprouts,54.120541,4.87084869,15.0,0.7306273034999999
dish_1567020054,wheat berry,12.626041,2.411573831,30.0,0.7234721493
dish_1567020054,chard,2.525208,0.093432696,15.0,0.014014904399999998
dish_1567020054,fish,63.130203,0.0,0.0,0.0
dish_1567020054,cherry tomatoes,2.525208,0.098483112,30.0,0.0295449336
dish_1568649387,sweet potato,29.71698,5.3490564,70.0,3.7443394800000003
dish_1568649387,broccoli,49.7561,3.482927,15.0,0.52243905
dish_1568649387,berries,78.0,10.92,35.0,3.822
dish_1568649387,yam,29.71698,8.73679212,70.0,6.115754484
dish_1565370004,bacon,31.0,0.434,0.0,0.0
dish_1565370004,scrambled eggs,236.0,3.776,0.0,0.0
dish_1565370004,green beans,100.425003,7.02975021,30.0,2.108925063
dish_1558549214,white rice,75.0,21.0,70.0,14.7
dish_1558549214,potatoes,95.0,16.15,70.0,11.305
dish_1558549214,spinach (raw),10.0,0.36,15.0,0.05399999999999999
dish_1558549214,cherry tomatoes,115.0,4.485,30.0,1.3455000000000001
dish_1558549214,grapes,66.0,11.88,56.0,6.652800000000001
dish_1560801773,cauliflower,54.0,2.7,15.0,0.405
dish_1566502573,chicken,31.651831,0.0,0.0,0.0
dish_1566502573,white rice,14.892601,4.16992828,70.0,2.918949796
dish_1566502573,pork,104.248215,0.0,0.0,0.0
dish_1566502573,arugula,21.540388,0.796994356,15.0,0.1195491534
dish_1566502573,spinach (raw),38.438438,1.383783768,15.0,0.2075675652
dish_1566502573,brown rice,3.165183,0.72799209,50.0,0.36399604500000005
dish_1566502573,chard,0.791296,0.029277952,15.0,0.0043916928
dish_1566502573,cucumbers,7.687688,0.15375376,15.0,0.023063064
dish_1566502573,sun dried tomatoes,3.075075,1.722042,35.0,0.6027147
dish_1566502573,mustard greens,21.540388,1.012398236,32.0,0.32396743551999996
dish_1566502573,corn on the cob,55.0,12.1,48.0,5.808
dish_1566502573,onions,4.612613,0.41513517,15.0,0.0622702755
dish_1566502573,carrot,3.165183,0.3165183,30.0,0.09495548999999999
dish_1566502573,chickpeas,86.161552,23.26361904,10.0,2.3263619039999996
dish_1565383097,spinach (raw),57.0,2.052,15.0,0.3078
dish_1565383097,cucumbers,101.0,2.02,15.0,0.303
dish_1565383097,olives,129.0,8.127,15.0,1.2190500000000002
dish_1565383097,chicken,116.0,0.0,0.0,0.0
dish_1565383097,parmesan cheese,27.0,1.134,0.0,0.0
dish_1559233102,scrambled eggs,124.0,1.984,0.0,0.0
dish_1558029148,honeydew melons,108.0,9.72,65.0,6.3180000000000005
dish_1560975517,broccoli,13.0,0.91,15.0,0.1365
dish_1560975517,caesar salad,86.0,3.698,0.0,0.0
dish_1565972715,cucumbers,7.813411,0.15626822,15.0,0.023440233000000005
dish_1565972715,green beans,81.900002,5.73300014,30.0,1.719900042
dish_1565972715,scrambled eggs,237.0,3.792,0.0,0.0
dish_1565972715,lettuce,15.626822,0.453177838,15.0,0.0679766757
dish_1565972715,chicken apple sausage,122.0,3.66,0.0,0.0
dish_1565972715,cherry tomatoes,6.250729,0.243778431,30.0,0.0731335293
dish_1565972715,mixed greens,23.440233,1.242332349,15.0,0.18634985234999998
dish_1565972715,onions,3.125365,0.28128285,15.0,0.04219242749999999
dish_1567542876,white rice,25.677708,7.18975824,70.0,5.032830768
dish_1567542876,onions,7.164348,0.64479132,15.0,0.09671869799999999
dish_1567542876,kale,6.419427,0.57774843,15.0,0.0866622645
dish_1567542876,green onions,0.36457,0.0255199,15.0,0.0038279850000000003
dish_1567542876,cheese pizza,98.0,32.83,80.0,26.263999999999996
dish_1567542876,broccoli,46.572529,3.26007703,15.0,0.48901155450000006
dish_1567542876,beef,54.685497,0.0,0.0,0.0
dish_1567542876,pineapple,4.596577,0.59755501,66.0,0.3943863066
dish_1567542876,chicken thighs,8.618582,0.0,0.0,0.0
dish_1565638323,onions,6.257982,0.56321838,15.0,0.084482757
dish_1565638323,zucchini,8.939975,0.241379325,15.0,0.03620689875
dish_1565638323,arugula,4.469987,0.165389519,15.0,0.024808427850000002
dish_1565638323,pork,134.099609,0.0,0.0,0.0
dish_1565638323,brown rice,99.0,22.77,50.0,11.385
dish_1565638323,white rice,17.87995,5.006386,70.0,3.5044702
dish_1565898659,cherry tomatoes,62.0,2.418,30.0,0.7254
dish_1565898659,tuna,280.0,0.0,0.0,0.0
dish_1565898659,olives,40.0,2.52,15.0,0.37799999999999995
dish_1565898659,salmon,58.023571,0.0,0.0,0.0
dish_1565898659,spinach (raw),2.901179,0.104442444,15.0,0.0156663666
dish_1565898659,onions,1.160471,0.10444239,15.0,0.015666358499999998
dish_1565898659,brown rice,11.604714,2.66908422,50.0,1.33454211
dish_1565898659,jalapenos,0.580236,0.03771534,32.0,0.0120689088
dish_1565898659,carrot,75.0,7.5,30.0,2.25
dish_1566933226,couscous,75.0,17.25,60.0,10.35
dish_1566933226,chicken thighs,81.012657,0.0,0.0,0.0
dish_1566933226,brown rice,8.101266,1.86329118,50.0,0.93164559
dish_1566933226,radishes,1.620253,0.055088602,15.0,0.0082632903
dish_1566933226,arugula,2.025316,0.074936692,15.0,0.0112405038
dish_1561392593,broccoli,68.0,4.76,15.0,0.714
dish_1561392593,berries,75.0,10.5,35.0,3.675
dish_1561392593,bell peppers,10.666667,0.96000003,15.0,0.1440000045
dish_1561392593,radishes,8.533333,0.290133322,15.0,0.0435199983
dish_1561392593,scrambled eggs,138.0,2.208,0.0,0.0
dish_1561392593,cucumbers,10.666667,0.21333334,15.0,0.032000001
dish_1566416421,wheat berry,7.247387,1.384250917,30.0,0.4152752751
dish_1566416421,green beans,83.849998,5.86949986,30.0,1.760849958
dish_1566416421,chard,3.261324,0.120668988,15.0,0.0181003482
dish_1566416421,fish,36.236935,0.0,0.0,0.0
dish_1566416421,cherry tomatoes,1.449477,0.056529603,30.0,0.0169588809
dish_1566416421,roasted potatoes,129.0,23.22,59.0,13.6998
dish_1566416421,eggplant,98.039215,5.784313685,20.0,1.156862737
dish_1564773903,cherry tomatoes,59.23077,2.31000003,30.0,0.693000009
dish_1564773903,lentils,12.923077,2.5846154,27.0,0.6978461579999999
dish_1564773903,salmon,64.615387,0.0,0.0,0.0
dish_1564773903,arugula,3.230769,0.119538453,15.0,0.01793076795
dish_1564773903,pineapple,117.0,15.21,66.0,10.0386
dish_1564773903,kale,3.230769,0.29076921,15.0,0.0436153815
dish_1564773903,pickles,0.646154,0.014861542,15.0,0.0022292313
dish_1564773903,broccoli,58.0,4.06,15.0,0.6089999999999999
dish_1566931586,olives,91.0,5.733,15.0,0.8599499999999999
dish_1566931586,mixed greens,91.0,4.823,15.0,0.72345
dish_1566931586,chicken,136.0,0.0,0.0,0.0
dish_1566931586,broccoli,71.0,4.97,15.0,0.7454999999999999
dish_1558722247,almonds,86.0,19.522,15.0,2.9282999999999997
dish_1558722247,cauliflower,97.0,4.85,15.0,0.7275
dish_1558722247,apple,160.0,22.4,36.0,8.064
dish_1559841808,grapes,38.0,6.84,56.0,3.8303999999999996
dish_1559841808,mandarin oranges,53.0,6.89,47.0,3.2382999999999997
dish_1559841808,cereal,5.0,3.65,70.0,2.555
dish_1560788349,yogurt,134.0,4.824,35.0,1.6884000000000001
dish_1564073860,bacon,91.0,1.274,0.0,0.0
dish_1565984434,quinoa,74.757278,15.69902838,35.0,5.494659933
dish_1565984434,ground turkey,37.844036,0.0,0.0,0.0
dish_1565984434,onions,1.261468,0.11353212,15.0,0.017029818000000002
dish_1565984434,celery,0.630734,0.021444956,15.0,0.0032167434
dish_1565984434,kale,1.261468,0.11353212,15.0,0.017029818000000002
dish_1565984434,white rice,5.045872,1.41284416,70.0,0.9889909119999999
dish_1565984434,cauliflower,220.0,11.0,15.0,1.65
dish_1565984434,cream,1.009174,0.027247698,30.0,0.008174309400000001
dish_1565984434,mushroom,5.045872,0.166513776,15.0,0.0249770664
dish_1565984434,eggs,1.419151,0.017029812,0.0,0.0
dish_1565984434,carrot,77.525375,7.7525375,30.0,2.32576125
dish_1560529844,berries,66.0,9.24,35.0,3.2340000000000004
dish_1560529844,sweet potato,51.0,9.18,70.0,6.426
dish_1560529844,watermelon,51.0,3.876,75.0,2.907
dish_1559933793,brussels sprouts,109.225098,9.83025882,15.0,1.4745388229999998
dish_1564159636,sausage,56.0,2.352,0.0,0.0
dish_1564159636,turkey bacon,15.0,0.465,0.0,0.0
dish_1564159636,bacon,42.0,0.588,0.0,0.0
dish_1564159636,brussels sprouts,20.664207,1.85977863,15.0,0.2789667945
dish_1558724574,brussels sprouts,118.0,10.62,15.0,1.5929999999999997
dish_1558628921,carrot,60.0,6.0,30.0,1.8
dish_1561062320,cranberries,0.816327,0.09795924,45.0,0.044081657999999996
dish_1561062320,mushroom,3.813699,0.125852067,15.0,0.018877810050000002
dish_1561062320,spinach (raw),4.428232,0.159416352,15.0,0.0239124528
dish_1561062320,jalapenos,0.377153,0.024514945,32.0,0.0078447824
dish_1561062320,cream,1.016986,0.027458622,30.0,0.0082375866
dish_1561062320,white rice,57.0,15.96,70.0,11.172
dish_1561062320,salmon,37.715321,0.0,0.0,0.0
dish_1561062320,beef,25.424658,0.0,0.0,0.0
dish_1561062320,pasta,20.339727,5.044252296,50.0,2.522126148
dish_1561062320,brown rice,7.543064,1.73490472,50.0,0.86745236
dish_1561062320,arugula,8.163265,0.302040805,15.0,0.045306120750000005
dish_1561062320,mustard greens,12.244898,0.575510206,32.0,0.18416326592
dish_1561062320,apple,4.081633,0.57142862,36.0,0.2057143032
dish_1561062320,bulgur,4.081633,3.10204108,55.0,1.706122594
dish_1561062320,onions,3.296772,0.29670948,15.0,0.04450642200000001
dish_1566931140,cauliflower,142.0,7.1,15.0,1.065
dish_1566931140,avocado,57.0,5.13,10.0,0.513
dish_1558544870,eggs,103.0,1.236,0.0,0.0
dish_1558544870,berries,67.0,9.38,35.0,3.283
dish_1559844683,broccoli,31.0,2.17,15.0,0.32549999999999996
dish_1559844683,potatoes,86.0,14.62,70.0,10.234
dish_1559844683,grapes,81.0,14.58,56.0,8.1648
dish_1568048018,turkey bacon,53.0,1.643,0.0,0.0
dish_1568048018,scrambled eggs,179.0,2.864,0.0,0.0
dish_1568048018,broccoli,53.658539,3.75609773,15.0,0.5634146595
dish_1559158354,broccoli,60.0,4.2,15.0,0.63
dish_1557862738,steak,118.0,0.0,0.0,0.0
dish_1564690167,millet,2.717178,0.643971186,70.0,0.45077983020000006
dish_1564690167,spinach (raw),0.679295,0.02445462,15.0,0.003668193
dish_1564690167,arugula,31.077694,1.149874678,15.0,0.1724812017
dish_1564690167,steak,20.378838,0.0,0.0,0.0
dish_1564690167,lentils,81.0,16.2,27.0,4.374
dish_1564690167,chickpeas,12.431077,3.35639079,10.0,0.33563907899999995
dish_1564690167,bell peppers,0.271718,0.02445462,15.0,0.003668193
dish_1564690167,green beans,37.049999,2.59349993,30.0,0.7780499790000001
dish_1564690167,onions,0.679295,0.06113655,15.0,0.0091704825
dish_1564690167,pears,6.215539,0.944761928,30.0,0.2834285784
dish_1561060787,brussels sprouts,89.544899,8.05904091,15.0,1.2088561365000001
dish_1560888930,wheat berry,6.24432,1.19266512,30.0,0.357799536
dish_1560888930,arugula,6.60066,0.24422442,15.0,0.036633663
dish_1560888930,white rice,34.0,9.52,70.0,6.664
dish_1560888930,chicken,62.443195,0.0,0.0,0.0
dish_1560888930,celery root,0.082508,0.007590736,15.0,0.0011386103999999999
dish_1560888930,onions,1.056106,0.09504954,15.0,0.014257431000000001
dish_1560888930,spinach (raw),1.56108,0.05619888,15.0,0.008429832
dish_1560888930,roasted potatoes,34.0,6.12,59.0,3.6108
dish_1560888930,cranberries,0.528053,0.06336636,45.0,0.028514861999999995
dish_1565984345,onions,1.261468,0.11353212,15.0,0.017029818000000002
dish_1565984345,kale,1.261468,0.11353212,15.0,0.017029818000000002
dish_1565984345,cauliflower,220.0,11.0,15.0,1.65
dish_1565984345,white rice,5.045872,1.41284416,70.0,0.9889909119999999
dish_1565984345,eggs,1.419151,0.017029812,0.0,0.0
dish_1565984345,mushroom,5.045872,0.166513776,15.0,0.0249770664
dish_1565984345,cream,1.009174,0.027247698,30.0,0.008174309400000001
dish_1565984345,ground turkey,37.844036,0.0,0.0,0.0
dish_1565984345,celery,0.630734,0.021444956,15.0,0.0032167434
dish_1565984345,carrot,77.525375,7.7525375,30.0,2.32576125
dish_1556575558,celery,28.0,0.952,15.0,0.14279999999999998
dish_1556575558,olives,62.0,3.906,15.0,0.5859000000000001
dish_1556575558,brussels sprouts,64.0,5.76,15.0,0.8639999999999999
dish_1558026756,honeydew melons,83.0,7.47,65.0,4.8555
dish_1558026756,cantaloupe,71.0,5.68,65.0,3.6919999999999997
dish_1558026756,bacon,24.0,0.336,0.0,0.0
dish_1566934120,arugula,1.712033,0.063345221,15.0,0.00950178315
dish_1566934120,brown rice,8.560165,1.96883795,50.0,0.984418975
dish_1566934120,salmon,42.800827,0.0,0.0,0.0
dish_1566934120,cauliflower,66.0,3.3,15.0,0.495
dish_1558544663,oatmeal,208.0,24.96,60.0,14.976
dish_1566934152,quinoa,6.153846,1.29230766,35.0,0.4523076810000001
dish_1566934152,brown rice,8.560165,1.96883795,50.0,0.984418975
dish_1566934152,mushroom,3.076923,0.101538459,15.0,0.01523076885
dish_1566934152,arugula,1.712033,0.063345221,15.0,0.00950178315
dish_1566934152,chicken thighs,61.538464,0.0,0.0,0.0
dish_1566934152,spinach (cooked),1.538462,0.06153848,15.0,0.009230772
dish_1566934152,cauliflower,66.0,3.3,15.0,0.495
dish_1566934152,eggplant,3.076923,0.181538457,20.0,0.0363076914
dish_1566934152,squash,3.076923,0.104615382,15.0,0.0156923073
dish_1566934152,salmon,42.800827,0.0,0.0,0.0
dish_1566851222,cabbage,7.961165,0.25475728,15.0,0.038213592
dish_1566851222,onions,5.045045,0.45405405,15.0,0.0681081075
dish_1566851222,cucumbers,8.408408,0.16816816,15.0,0.025225224
dish_1566851222,pizza,33.0,10.89,80.0,8.712
dish_1566851222,carrot,1.990291,0.1990291,30.0,0.059708729999999995
dish_1566851222,quinoa,161.874344,33.99361224,35.0,11.897764283999999
dish_1566851222,jalapenos,0.099515,0.006468475,32.0,0.0020699119999999997
dish_1566851222,wheat berry,7.961165,1.520582515,30.0,0.4561747545
dish_1566851222,pork,59.708736,0.0,0.0,0.0
dish_1566851222,spinach (raw),42.042042,1.513513512,15.0,0.2270270268
dish_1566851222,arugula,16.187433,0.598935021,15.0,0.08984025315000001
dish_1566851222,sun dried tomatoes,3.363364,1.88348384,35.0,0.6592193439999999
dish_1558628515,berries,56.0,7.84,35.0,2.7439999999999998
dish_1565107171,sweet potato,115.121956,20.72195208,70.0,14.505366456
dish_1565107171,scrambled eggs,86.0,1.376,0.0,0.0
dish_1565107171,watermelon,93.0,7.068,75.0,5.301
dish_1565107171,grapes,69.0,12.42,56.0,6.9552
dish_1559844113,strawberries,77.0,6.16,25.0,1.54
dish_1559844113,pears,200.0,30.4,30.0,9.12
dish_1559844113,mandarin oranges,54.0,7.02,47.0,3.2994
dish_1559844113,almonds,25.0,5.675,15.0,0.85125
dish_1559842047,broccoli,32.0,2.24,15.0,0.336
dish_1559842047,pears,200.0,30.4,30.0,9.12
dish_1559842047,mandarin oranges,53.0,6.89,47.0,3.2382999999999997
dish_1560889032,carrot,82.809608,8.2809608,30.0,2.48428824
dish_1560889032,spinach (raw),2.651697,0.095461092,15.0,0.0143191638
dish_1560889032,chicken,106.067894,0.0,0.0,0.0
dish_1560889032,wheat berry,10.60679,2.02589689,30.0,0.607769067
dish_1566501352,cherry tomatoes,57.0,2.223,30.0,0.6668999999999999
dish_1566501352,onions,30.0,2.7,15.0,0.405
dish_1566501352,olives,26.0,1.638,15.0,0.2457
dish_1566501352,carrot,57.0,5.7,30.0,1.71
dish_1558550218,almonds,22.0,4.994,15.0,0.7491
dish_1558550218,grapes,42.0,7.56,56.0,4.233599999999999
dish_1558550218,apple,142.0,19.88,36.0,7.1568
dish_1566328776,chicken,167.0,0.0,0.0,0.0
dish_1566328776,cherry tomatoes,36.0,1.404,30.0,0.42119999999999996
dish_1566328776,pizza,233.0,76.89,80.0,61.512
dish_1564687090,fish,97.77095,0.0,0.0,0.0
dish_1564687090,millet,6.792946,1.609928202,70.0,1.1269497414
dish_1564687090,white rice,19.55419,5.4751732,70.0,3.8326212400000004
dish_1564687090,steak,50.947094,0.0,0.0,0.0
dish_1564687090,spinach (raw),1.698236,0.061136496,15.0,0.0091704744
dish_1564687090,jalapenos,1.955419,0.127102235,32.0,0.0406727152
dish_1564687090,onions,4.631365,0.41682285,15.0,0.0625234275
dish_1564687090,wheat berry,104.85437,20.02718467,30.0,6.008155401
dish_1564687090,bell peppers,3.612423,0.32511807,15.0,0.04876771049999999
dish_1564687090,kale,4.888547,0.43996923,15.0,0.0659953845
dish_1564687090,green beans,81.900002,5.73300014,30.0,1.719900042
dish_1564686657,cheese pizza,105.0,35.175,80.0,28.14
dish_1566419635,roasted potatoes,42.0,7.56,59.0,4.4604
dish_1566419635,caesar salad,74.0,3.182,0.0,0.0
dish_1566419635,cream,4.266666,0.115199982,30.0,0.034559994600000005
dish_1566419635,green beans,32.174999,2.25224993,30.0,0.6756749790000001
dish_1566419635,wheat berry,10.666667,2.037333397,30.0,0.6112000190999999
dish_1566419635,mushroom,5.333333,0.175999989,15.0,0.02639999835
dish_1566419635,arugula,2.666667,0.098666679,15.0,0.01480000185
dish_1566419635,cheese pizza,103.0,34.505,80.0,27.604
dish_1566419635,chicken,106.666672,0.0,0.0,0.0
dish_1564761457,fried rice,97.0,29.003,80.0,23.202399999999997
dish_1564761457,turkey bacon,21.0,0.651,0.0,0.0
dish_1561405034,green onions,0.177962,0.01245734,15.0,0.0018686010000000001
dish_1561405034,spinach (raw),28.079353,1.010856708,15.0,0.15162850619999999
dish_1561405034,parmesan cheese,3.177189,0.133441938,0.0,0.0
dish_1561405034,green beans,0.889809,0.06228663,30.0,0.018685989
dish_1561405034,croutons,0.238289,0.172282947,70.0,0.1205980629
dish_1561405034,chicken,35.592342,0.0,0.0,0.0
dish_1561405034,tomatoes,3.398693,0.231111124,30.0,0.0693333372
dish_1561405034,broccoli,0.889809,0.06228663,15.0,0.0093429945
dish_1561405034,cucumbers,5.437909,0.10875818,15.0,0.016313727
dish_1561405034,kale,30.501017,2.74509153,15.0,0.4117637295
dish_1561405034,mustard greens,6.797386,0.319477142,32.0,0.10223268544
dish_1561405034,olives,19.0,1.197,15.0,0.17955000000000002
dish_1561405034,white rice,3.559234,0.99658552,70.0,0.697609864
dish_1560454539,green beans,20.0,1.4,30.0,0.42
dish_1560454539,wild rice,57.0,14.25,45.0,6.4125
dish_1560454539,cherry tomatoes,5.490196,0.214117644,30.0,0.0642352932
dish_1560454539,carrot,2.745098,0.2745098,30.0,0.08235294000000001
dish_1560454539,mixed greens,21.960785,1.163921605,15.0,0.17458824075
dish_1560454539,cucumbers,4.392157,0.08784314,15.0,0.013176471
dish_1565894910,pizza,105.0,34.65,80.0,27.72
dish_1565894910,cheese pizza,47.0,15.745,80.0,12.595999999999998
dish_1565894910,cookies,27.0,17.55,70.0,12.285
dish_1559934645,caesar salad,56.0,2.408,0.0,0.0
