Dish ID,Ingredient Name,Mass (g),Carbs (g),Glycemic Index,Glycemic Load
dish_1566502505,spinach (raw),38.438438,1.383783768,15,0.208
dish_1565383026,spinach (raw),57,2.052,15,0.308
dish_1565383026,cucumbers,101,2.02,15,0.303
dish_1565383026,olives,129,8.127,15,1.219
dish_1564778030,millet,10.995864,2.606019768,70,1.824
dish_1564778030,spinach (cooked),2.748966,0.10995864,15,0.016
dish_1564778030,onions,2.748966,0.24740694,15,0.037
dish_1564778030,cheese pizza,39,13.065,80,10.452
dish_1564778030,broccoli,72.195122,5.05365854,15,0.758
dish_1564778030,mixed greens,10.553191,0.559319123,15,0.084
dish_1564778030,blue cheese,6.331915,0.145634045,0,0.000
dish_1564778030,beef,82.468979,0,0,0.000
dish_1564778030,walnuts,4.221276,0.586757364,15,0.088
dish_1564778030,lettuce,27.438297,0.795710613,15,0.119
dish_1566838407,pineapple,145,18.85,66,12.441
dish_1566838407,scrambled eggs,65,1.04,0,0.000
dish_1566838407,sweet potato,74.146347,13.34634246,70,9.342
dish_1566838407,berries,133,18.62,35,6.517
dish_1566838407,watermelon,139,10.564,75,7.923
dish_1559319860,bacon,13,0.182,0,0.000
dish_1559846099,mandarin oranges,53,6.89,47,3.238
dish_1559846099,almonds,29,6.583,15,0.987
dish_1559846099,broccoli,32,2.24,15,0.336
dish_1559844506,mandarin oranges,52,6.76,47,3.177
dish_1559844506,grapes,81,14.58,56,8.165
dish_1559844506,strawberries,47,3.76,25,0.940
dish_1568305257,turkey bacon,82,2.542,0,0.000
dish_1568305257,bell peppers,15.030304,1.35272736,15,0.203
dish_1568305257,cucumbers,15.030304,0.30060608,15,0.045
dish_1568305257,scrambled eggs,276,4.416,0,0.000
dish_1568305257,radishes,12.024242,0.408824228,15,0.061
dish_1565119464,millet,6.821508,1.616697396,70,1.132
dish_1565119464,apple,1.718799,0.24063186,36,0.087
dish_1565119464,cheese pizza,122,40.87,80,32.696
dish_1565119464,onions,5.142976,0.46286784,15,0.069
dish_1565119464,cranberries,1.718799,0.20625588,45,0.093
dish_1565119464,spinach (raw),21.484991,0.773459676,15,0.116
dish_1565119464,spinach (cooked),1.705377,0.06821508,15,0.010
dish_1565119464,beef,51.161312,0,0,0.000
dish_1566591080,salmon,171.203308,0,0,0.000
dish_1566591080,chicken,142,0,0,0.000
dish_1566591080,olives,14,0.882,15,0.132
dish_1566591080,arugula,6.848132,0.253380884,15,0.038
dish_1566591080,brown rice,34.240662,7.87535226,50,3.938
dish_1566591080,chicken salad,97,2.813,25,0.703
dish_1566591080,carrot,67.036354,6.7036354,30,2.011
dish_1558631825,corn on the cob,112,24.64,48,11.827
dish_1559235815,cream cheese,10.8,0.594,0,0.000
dish_1559235815,bagels,43.200001,21.16800049,69,14.606
dish_1559235815,strawberries,103,8.24,25,2.060
dish_1559235815,eggs,111,1.332,0,0.000
dish_1565640272,bell peppers,54,4.86,15,0.729
dish_1565640272,pepperoni pizza,111,35.52,80,28.416
dish_1565640272,cherry tomatoes,240,9.36,30,2.808
dish_1565022062,berries,99,13.86,35,4.851
dish_1565022062,sweet potato,87.804878,15.80487804,70,11.063
dish_1560368464,brown rice,14.208494,3.26795362,50,1.634
dish_1560368464,cherry tomatoes,3.552124,0.138532836,30,0.042
dish_1560368464,honeydew melons,137,12.33,65,8.015
dish_1560368464,onions,1.420849,0.12787641,15,0.019
dish_1560368464,pork,106.563705,0,0,0.000
dish_1560368464,broccoli,3.552124,0.24864868,15,0.037
dish_1560368990,brown rice,6.795367,1.56293441,50,0.781
dish_1560368990,arugula,4.235294,0.156705878,15,0.024
dish_1560368990,white rice,41,11.48,70,8.036
dish_1560368990,carrot,1.129412,0.1129412,30,0.034
dish_1560368990,broccoli,1.698842,0.11891894,15,0.018
dish_1560368990,lettuce,1.411765,0.040941185,15,0.006
dish_1560368990,onions,0.679537,0.06115833,15,0.009
dish_1560368990,pork,50.965252,0,0,0.000
dish_1560368990,cherry tomatoes,1.698842,0.066254838,30,0.020
dish_1560368990,mixed greens,2.823529,0.149647037,15,0.022
dish_1565033139,mixed greens,55,2.915,15,0.437
dish_1565033139,broccoli,92,6.44,15,0.966
dish_1565033139,olives,127,8.001,15,1.200
dish_1567020054,kale,3.15651,0.2840859,15,0.043
dish_1567020054,brussels sprouts,54.120541,4.87084869,15,0.731
dish_1567020054,wheat berry,12.626041,2.411573831,30,0.723
dish_1567020054,chard,2.525208,0.093432696,15,0.014
dish_1567020054,fish,63.130203,0,0,0.000
dish_1567020054,cherry tomatoes,2.525208,0.098483112,30,0.030
dish_1568649387,sweet potato,29.71698,5.3490564,70,3.744
dish_1568649387,broccoli,49.7561,3.482927,15,0.522
dish_1568649387,berries,78,10.92,35,3.822
dish_1568649387,yam,29.71698,8.73679212,70,6.116
dish_1565370004,bacon,31,0.434,0,0.000
dish_1565370004,scrambled eggs,236,3.776,0,0.000
dish_1565370004,green beans,100.425003,7.02975021,30,2.109
dish_1558549214,white rice,75,21,70,14.700
dish_1558549214,potatoes,95,16.15,70,11.305
dish_1558549214,spinach (raw),10,0.36,15,0.054
dish_1558549214,cherry tomatoes,115,4.485,30,1.346
dish_1558549214,grapes,66,11.88,56,6.653
dish_1560801773,cauliflower,54,2.7,15,0.405
dish_1566502573,chicken,31.651831,0,0,0.000
dish_1566502573,white rice,14.892601,4.16992828,70,2.919
dish_1566502573,pork,104.248215,0,0,0.000
dish_1566502573,arugula,21.540388,0.796994356,15,0.120
dish_1566502573,spinach (raw),38.438438,1.383783768,15,0.208
dish_1566502573,brown rice,3.165183,0.72799209,50,0.364
dish_1566502573,chard,0.791296,0.029277952,15,0.004
dish_1566502573,cucumbers,7.687688,0.15375376,15,0.023
dish_1566502573,sun dried tomatoes,3.075075,1.722042,35,0.603
dish_1566502573,mustard greens,21.540388,1.012398236,32,0.324
dish_1566502573,corn on the cob,55,12.1,48,5.808
dish_1566502573,onions,4.612613,0.41513517,15,0.062
dish_1566502573,carrot,3.165183,0.3165183,30,0.095
dish_1566502573,chickpeas,86.161552,23.26361904,10,2.326
dish_1565383097,spinach (raw),57,2.052,15,0.308
dish_1565383097,cucumbers,101,2.02,15,0.303
dish_1565383097,olives,129,8.127,15,1.219
dish_1565383097,chicken,116,0,0,0.000
dish_1565383097,parmesan cheese,27,1.134,0,0.000
dish_1559233102,scrambled eggs,124,1.984,0,0.000
dish_1558029148,honeydew melons,108,9.72,65,6.318
dish_1560975517,broccoli,13,0.91,15,0.137
dish_1560975517,caesar salad,86,3.698,0,0.000
dish_1565972715,cucumbers,7.813411,0.15626822,15,0.023
dish_1565972715,green beans,81.900002,5.73300014,30,1.720
dish_1565972715,scrambled eggs,237,3.792,0,0.000
dish_1565972715,lettuce,15.626822,0.453177838,15,0.068
dish_1565972715,chicken apple sausage,122,3.66,0,0.000
dish_1565972715,cherry tomatoes,6.250729,0.243778431,30,0.073
dish_1565972715,mixed greens,23.440233,1.242332349,15,0.186
dish_1565972715,onions,3.125365,0.28128285,15,0.042
dish_1567542876,white rice,25.677708,7.18975824,70,5.033
dish_1567542876,onions,7.164348,0.64479132,15,0.097
dish_1567542876,kale,6.419427,0.57774843,15,0.087
dish_1567542876,green onions,0.36457,0.0255199,15,0.004
dish_1567542876,cheese pizza,98,32.83,80,26.264
dish_1567542876,broccoli,46.572529,3.26007703,15,0.489
dish_1567542876,beef,54.685497,0,0,0.000
dish_1567542876,pineapple,4.596577,0.59755501,66,0.394
dish_1567542876,chicken thighs,8.618582,0,0,0.000
dish_1565638323,onions,6.257982,0.56321838,15,0.084
dish_1565638323,zucchini,8.939975,0.241379325,15,0.036
dish_1565638323,arugula,4.469987,0.165389519,15,0.025
dish_1565638323,pork,134.099609,0,0,0.000
dish_1565638323,brown rice,99,22.77,50,11.385
dish_1565638323,white rice,17.87995,5.006386,70,3.504
dish_1565898659,cherry tomatoes,62,2.418,30,0.725
dish_1565898659,tuna,280,0,0,0.000
dish_1565898659,olives,40,2.52,15,0.378
dish_1565898659,salmon,58.023571,0,0,0.000
dish_1565898659,spinach (raw),2.901179,0.104442444,15,0.016
dish_1565898659,onions,1.160471,0.10444239,15,0.016
dish_1565898659,brown rice,11.604714,2.66908422,50,1.335
dish_1565898659,jalapenos,0.580236,0.03771534,32,0.012
dish_1565898659,carrot,75,7.5,30,2.250
dish_1566933226,couscous,75,17.25,60,10.350
dish_1566933226,chicken thighs,81.012657,0,0,0.000
dish_1566933226,brown rice,8.101266,1.86329118,50,0.932
dish_1566933226,radishes,1.620253,0.055088602,15,0.008
dish_1566933226,arugula,2.025316,0.074936692,15,0.011
dish_1561392593,broccoli,68,4.76,15,0.714
dish_1561392593,berries,75,10.5,35,3.675
dish_1561392593,bell peppers,10.666667,0.96000003,15,0.144
dish_1561392593,radishes,8.533333,0.290133322,15,0.044
dish_1561392593,scrambled eggs,138,2.208,0,0.000
dish_1561392593,cucumbers,10.666667,0.21333334,15,0.032
dish_1566416421,wheat berry,7.247387,1.384250917,30,0.415
dish_1566416421,green beans,83.849998,5.86949986,30,1.761
dish_1566416421,chard,3.261324,0.120668988,15,0.018
dish_1566416421,fish,36.236935,0,0,0.000
dish_1566416421,cherry tomatoes,1.449477,0.056529603,30,0.017
dish_1566416421,roasted potatoes,129,23.22,59,13.700
dish_1566416421,eggplant,98.039215,5.784313685,20,1.157
dish_1564773903,cherry tomatoes,59.23077,2.31000003,30,0.693
dish_1564773903,lentils,12.923077,2.5846154,27,0.698
dish_1564773903,salmon,64.615387,0,0,0.000
dish_1564773903,arugula,3.230769,0.119538453,15,0.018
dish_1564773903,pineapple,117,15.21,66,10.039
dish_1564773903,kale,3.230769,0.29076921,15,0.044
dish_1564773903,pickles,0.646154,0.014861542,15,0.002
dish_1564773903,broccoli,58,4.06,15,0.609
dish_1566931586,olives,91,5.733,15,0.860
dish_1566931586,mixed greens,91,4.823,15,0.723
dish_1566931586,chicken,136,0,0,0.000
dish_1566931586,broccoli,71,4.97,15,0.745
dish_1558722247,almonds,86,19.522,15,2.928
dish_1558722247,cauliflower,97,4.85,15,0.728
dish_1558722247,apple,160,22.4,36,8.064
dish_1559841808,grapes,38,6.84,56,3.830
dish_1559841808,mandarin oranges,53,6.89,47,3.238
dish_1559841808,cereal,5,3.65,70,2.555
dish_1560788349,yogurt,134,4.824,35,1.688
dish_1564073860,bacon,91,1.274,0,0.000
dish_1565984434,quinoa,74.757278,15.69902838,35,5.495
dish_1565984434,ground turkey,37.844036,0,0,0.000
dish_1565984434,onions,1.261468,0.11353212,15,0.017
dish_1565984434,celery,0.630734,0.021444956,15,0.003
dish_1565984434,kale,1.261468,0.11353212,15,0.017
dish_1565984434,white rice,5.045872,1.41284416,70,0.989
dish_1565984434,cauliflower,220,11,15,1.650
dish_1565984434,cream,1.009174,0.027247698,30,0.008
dish_1565984434,mushroom,5.045872,0.166513776,15,0.025
dish_1565984434,eggs,1.419151,0.017029812,0,0.000
dish_1565984434,carrot,77.525375,7.7525375,30,2.326
dish_1560529844,berries,66,9.24,35,3.234
dish_1560529844,sweet potato,51,9.18,70,6.426
dish_1560529844,watermelon,51,3.876,75,2.907
dish_1559933793,brussels sprouts,109.225098,9.83025882,15,1.475
dish_1564159636,sausage,56,2.352,0,0.000
dish_1564159636,turkey bacon,15,0.465,0,0.000
dish_1564159636,bacon,42,0.588,0,0.000
dish_1564159636,brussels sprouts,20.664207,1.85977863,15,0.279
dish_1558724574,brussels sprouts,118,10.62,15,1.593
dish_1558628921,carrot,60,6,30,1.800
dish_1561062320,cranberries,0.816327,0.09795924,45,0.044
dish_1561062320,mushroom,3.813699,0.125852067,15,0.019
dish_1561062320,spinach (raw),4.428232,0.159416352,15,0.024
dish_1561062320,jalapenos,0.377153,0.024514945,32,0.008
dish_1561062320,cream,1.016986,0.027458622,30,0.008
dish_1561062320,white rice,57,15.96,70,11.172
dish_1561062320,salmon,37.715321,0,0,0.000
dish_1561062320,beef,25.424658,0,0,0.000
dish_1561062320,pasta,20.339727,5.044252296,50,2.522
dish_1561062320,brown rice,7.543064,1.73490472,50,0.867
dish_1561062320,arugula,8.163265,0.302040805,15,0.045
dish_1561062320,mustard greens,12.244898,0.575510206,32,0.184
dish_1561062320,apple,4.081633,0.57142862,36,0.206
dish_1561062320,bulgur,4.081633,3.10204108,55,1.706
dish_1561062320,onions,3.296772,0.29670948,15,0.045
dish_1566931140,cauliflower,142,7.1,15,1.065
dish_1566931140,avocado,57,5.13,10,0.513
dish_1558544870,eggs,103,1.236,0,0.000
dish_1558544870,berries,67,9.38,35,3.283
dish_1559844683,broccoli,31,2.17,15,0.325
dish_1559844683,potatoes,86,14.62,70,10.234
dish_1559844683,grapes,81,14.58,56,8.165
dish_1568048018,turkey bacon,53,1.643,0,0.000
dish_1568048018,scrambled eggs,179,2.864,0,0.000
dish_1568048018,broccoli,53.658539,3.75609773,15,0.563
dish_1559158354,broccoli,60,4.2,15,0.630
dish_1557862738,steak,118,0,0,0.000
dish_1564690167,millet,2.717178,0.643971186,70,0.451
dish_1564690167,spinach (raw),0.679295,0.02445462,15,0.004
dish_1564690167,arugula,31.077694,1.149874678,15,0.172
dish_1564690167,steak,20.378838,0,0,0.000
dish_1564690167,lentils,81,16.2,27,4.374
dish_1564690167,chickpeas,12.431077,3.35639079,10,0.336
dish_1564690167,bell peppers,0.271718,0.02445462,15,0.004
dish_1564690167,green beans,37.049999,2.59349993,30,0.778
dish_1564690167,onions,0.679295,0.06113655,15,0.009
dish_1564690167,pears,6.215539,0.944761928,30,0.283
dish_1561060787,brussels sprouts,89.544899,8.05904091,15,1.209
dish_1560888930,wheat berry,6.24432,1.19266512,30,0.358
dish_1560888930,arugula,6.60066,0.24422442,15,0.037
dish_1560888930,white rice,34,9.52,70,6.664
dish_1560888930,chicken,62.443195,0,0,0.000
dish_1560888930,celery root,0.082508,0.007590736,15,0.001
dish_1560888930,onions,1.056106,0.09504954,15,0.014
dish_1560888930,spinach (raw),1.56108,0.05619888,15,0.008
dish_1560888930,roasted potatoes,34,6.12,59,3.611
dish_1560888930,cranberries,0.528053,0.06336636,45,0.029
dish_1565984345,onions,1.261468,0.11353212,15,0.017
dish_1565984345,kale,1.261468,0.11353212,15,0.017
dish_1565984345,cauliflower,220,11,15,1.650
dish_1565984345,white rice,5.045872,1.41284416,70,0.989
dish_1565984345,eggs,1.419151,0.017029812,0,0.000
dish_1565984345,mushroom,5.045872,0.166513776,15,0.025
dish_1565984345,cream,1.009174,0.027247698,30,0.008
dish_1565984345,ground turkey,37.844036,0,0,0.000
dish_1565984345,celery,0.630734,0.021444956,15,0.003
dish_1565984345,carrot,77.525375,7.7525375,30,2.326
dish_1556575558,celery,28,0.952,15,0.143
dish_1556575558,olives,62,3.906,15,0.586
dish_1556575558,brussels sprouts,64,5.76,15,0.864
dish_1558026756,honeydew melons,83,7.47,65,4.856
dish_1558026756,cantaloupe,71,5.68,65,3.692
dish_1558026756,bacon,24,0.336,0,0.000
dish_1566934120,arugula,1.712033,0.063345221,15,0.010
dish_1566934120,brown rice,8.560165,1.96883795,50,0.984
dish_1566934120,salmon,42.800827,0,0,0.000
dish_1566934120,cauliflower,66,3.3,15,0.495
dish_1558544663,oatmeal,208,24.96,60,14.976
dish_1566934152,quinoa,6.153846,1.29230766,35,0.452
dish_1566934152,brown rice,8.560165,1.96883795,50,0.984
dish_1566934152,mushroom,3.076923,0.101538459,15,0.015
dish_1566934152,arugula,1.712033,0.063345221,15,0.010
dish_1566934152,chicken thighs,61.538464,0,0,0.000
dish_1566934152,spinach (cooked),1.538462,0.06153848,15,0.009
dish_1566934152,cauliflower,66,3.3,15,0.495
dish_1566934152,eggplant,3.076923,0.181538457,20,0.036
dish_1566934152,squash,3.076923,0.104615382,15,0.016
dish_1566934152,salmon,42.800827,0,0,0.000
dish_1566851222,cabbage,7.961165,0.25475728,15,0.038
dish_1566851222,onions,5.045045,0.45405405,15,0.068
dish_1566851222,cucumbers,8.408408,0.16816816,15,0.025
dish_1566851222,pizza,33,10.89,80,8.712
dish_1566851222,carrot,1.990291,0.1990291,30,0.060
dish_1566851222,quinoa,161.874344,33.99361224,35,11.898
dish_1566851222,jalapenos,0.099515,0.006468475,32,0.002
dish_1566851222,wheat berry,7.961165,1.520582515,30,0.456
dish_1566851222,pork,59.708736,0,0,0.000
dish_1566851222,spinach (raw),42.042042,1.513513512,15,0.227
dish_1566851222,arugula,16.187433,0.598935021,15,0.090
dish_1566851222,sun dried tomatoes,3.363364,1.88348384,35,0.659
dish_1558628515,berries,56,7.84,35,2.744
dish_1565107171,sweet potato,115.121956,20.72195208,70,14.505
dish_1565107171,scrambled eggs,86,1.376,0,0.000
dish_1565107171,watermelon,93,7.068,75,5.301
dish_1565107171,grapes,69,12.42,56,6.955
dish_1559844113,strawberries,77,6.16,25,1.540
dish_1559844113,pears,200,30.4,30,9.120
dish_1559844113,mandarin oranges,54,7.02,47,3.299
dish_1559844113,almonds,25,5.675,15,0.851
dish_1559842047,broccoli,32,2.24,15,0.336
dish_1559842047,pears,200,30.4,30,9.120
dish_1559842047,mandarin oranges,53,6.89,47,3.238
dish_1560889032,carrot,82.809608,8.2809608,30,2.484
dish_1560889032,spinach (raw),2.651697,0.095461092,15,0.014
dish_1560889032,chicken,106.067894,0,0,0.000
dish_1560889032,wheat berry,10.60679,2.02589689,30,0.608
dish_1566501352,cherry tomatoes,57,2.223,30,0.667
dish_1566501352,onions,30,2.7,15,0.405
dish_1566501352,olives,26,1.638,15,0.246
dish_1566501352,carrot,57,5.7,30,1.710
dish_1558550218,almonds,22,4.994,15,0.749
dish_1558550218,grapes,42,7.56,56,4.234
dish_1558550218,apple,142,19.88,36,7.157
dish_1566328776,chicken,167,0,0,0.000
dish_1566328776,cherry tomatoes,36,1.404,30,0.421
dish_1566328776,pizza,233,76.89,80,61.512
dish_1564687090,fish,97.77095,0,0,0.000
dish_1564687090,millet,6.792946,1.609928202,70,1.127
dish_1564687090,white rice,19.55419,5.4751732,70,3.833
dish_1564687090,steak,50.947094,0,0,0.000
dish_1564687090,spinach (raw),1.698236,0.061136496,15,0.009
dish_1564687090,jalapenos,1.955419,0.127102235,32,0.041
dish_1564687090,onions,4.631365,0.41682285,15,0.063
dish_1564687090,wheat berry,104.85437,20.02718467,30,6.008
dish_1564687090,bell peppers,3.612423,0.32511807,15,0.049
dish_1564687090,kale,4.888547,0.43996923,15,0.066
dish_1564687090,green beans,81.900002,5.73300014,30,1.720
dish_1564686657,cheese pizza,105,35.175,80,28.140
dish_1566419635,roasted potatoes,42,7.56,59,4.460
dish_1566419635,caesar salad,74,3.182,0,0.000
dish_1566419635,cream,4.266666,0.115199982,30,0.035
dish_1566419635,green beans,32.174999,2.25224993,30,0.676
dish_1566419635,wheat berry,10.666667,2.037333397,30,0.611
dish_1566419635,mushroom,5.333333,0.175999989,15,0.026
dish_1566419635,arugula,2.666667,0.098666679,15,0.015
dish_1566419635,cheese pizza,103,34.505,80,27.604
dish_1566419635,chicken,106.666672,0,0,0.000
dish_1564761457,fried rice,97,29.003,80,23.202
dish_1564761457,turkey bacon,21,0.651,0,0.000
dish_1561405034,green onions,0.177962,0.01245734,15,0.002
dish_1561405034,spinach (raw),28.079353,1.010856708,15,0.152
dish_1561405034,parmesan cheese,3.177189,0.133441938,0,0.000
dish_1561405034,green beans,0.889809,0.06228663,30,0.019
dish_1561405034,croutons,0.238289,0.172282947,70,0.121
dish_1561405034,chicken,35.592342,0,0,0.000
dish_1561405034,tomatoes,3.398693,0.231111124,30,0.069
dish_1561405034,broccoli,0.889809,0.06228663,15,0.009
dish_1561405034,cucumbers,5.437909,0.10875818,15,0.016
dish_1561405034,kale,30.501017,2.74509153,15,0.412
dish_1561405034,mustard greens,6.797386,0.319477142,32,0.102
dish_1561405034,olives,19,1.197,15,0.180
dish_1561405034,white rice,3.559234,0.99658552,70,0.698
dish_1560454539,green beans,20,1.4,30,0.420
dish_1560454539,wild rice,57,14.25,45,6.413
dish_1560454539,cherry tomatoes,5.490196,0.214117644,30,0.064
dish_1560454539,carrot,2.745098,0.2745098,30,0.082
dish_1560454539,mixed greens,21.960785,1.163921605,15,0.175
dish_1560454539,cucumbers,4.392157,0.08784314,15,0.013
dish_1565894910,pizza,105,34.65,80,27.720
dish_1565894910,cheese pizza,47,15.745,80,12.596
dish_1565894910,cookies,27,17.55,70,12.285
dish_1559934645,caesar salad,56,2.408,0,0.000
dish_1560368506,brown rice,14.208494,3.26795362,50,1.634
dish_1560368506,fish,80.626221,0,0,0.000
dish_1560368506,honeydew melons,137,12.33,65,8.015
dish_1560368506,broccoli,3.552124,0.24864868,15,0.037
dish_1560368506,pork,106.563705,0,0,0.000
dish_1560368506,cherry tomatoes,3.552124,0.138532836,30,0.042
dish_1560368506,country rice,16.125244,5.095577104,55,2.803
dish_1560368506,onions,4.645898,0.41813082,15,0.063
dish_1560368506,green onions,0.806262,0.05643834,15,0.008
dish_1566331914,almonds,4.50646,1.02296642,15,0.153
dish_1566331914,spinach (raw),5.784506,0.208242216,15,0.031
dish_1566331914,arugula,33.79845,1.25054265,15,0.188
dish_1566331914,chicken,115.690117,0,0,0.000
dish_1566331914,fried rice,66,19.734,80,15.787
dish_1566331914,raspberries,11.26615,1.351938,25,0.338
dish_1566331914,onions,5.784506,0.52060554,15,0.078
dish_1566331914,brussels sprouts,101.353012,9.12177108,15,1.368
dish_1566331914,blueberries,11.26615,1.6223256,25,0.406
dish_1566331914,chard,22.532299,0.833695063,15,0.125
dish_1566331914,jalapenos,5.784506,0.37599289,32,0.120
dish_1566331914,millet,28.922529,6.854639373,70,4.798
dish_1566331914,bell peppers,14.461265,1.30151385,15,0.195
dish_1566331914,carrot,11.26615,1.126615,30,0.338
dish_1566331914,tomatoes,14.461265,0.98336602,30,0.295
dish_1561148042,raspberries,3.514212,0.42170544,25,0.105
dish_1561148042,ground turkey,57.110092,0,0,0.000
dish_1561148042,cream,1.522936,0.041119272,30,0.012
dish_1561148042,green beans,29,2.03,30,0.609
dish_1561148042,celery,0.951835,0.03236239,15,0.005
dish_1561148042,chard,7.028424,0.260051688,15,0.039
dish_1561148042,zucchini,48,1.296,15,0.194
dish_1561148042,almonds,1.405685,0.319090495,15,0.048
dish_1561148042,carrot,4.466047,0.4466047,30,0.134
dish_1561148042,kale,1.90367,0.1713303,15,0.026
dish_1561148042,white rice,7.614679,2.13211012,70,1.492
dish_1561148042,eggs,2.141629,0.025699548,0,0.000
dish_1561148042,blueberries,3.514212,0.506046528,25,0.127
dish_1561148042,arugula,10.542636,0.390077532,15,0.059
dish_1561148042,mushroom,7.614679,0.251284407,15,0.038
dish_1561148042,onions,1.90367,0.1713303,15,0.026
dish_1561148042,cheese pizza,51,17.085,80,13.668
dish_1566328831,pizza,233,76.89,80,61.512
dish_1566328831,cherry tomatoes,36,1.404,30,0.421
dish_1566328831,chicken,167,0,0,0.000
dish_1566328831,pineapple,52,6.76,66,4.462
dish_1566328831,olives,12,0.756,15,0.113
dish_1566590056,tomatoes,14.247552,0.968833536,30,0.291
dish_1566590056,millet,28.495104,6.753339648,70,4.727
dish_1566590056,tofu,122,2.318,15,0.348
dish_1566590056,jalapenos,5.69902,0.3704363,32,0.119
dish_1566590056,bell peppers,14.247552,1.28227968,15,0.192
dish_1566590056,cherry tomatoes,6.684636,0.260700804,30,0.078
dish_1566590056,chicken,113.980415,0,0,0.000
dish_1566590056,chard,13.369272,0.494663064,15,0.074
dish_1566590056,spinach (raw),25.75293,0.92710548,15,0.139
dish_1566590056,pizza,135,44.55,80,35.640
dish_1566590056,cucumbers,6.684636,0.13369272,15,0.020
dish_1566590056,onions,5.69902,0.5129118,15,0.077
dish_1566590056,figs,6.684636,4.3450134,35,1.521
dish_1566590007,bell peppers,14.247552,1.28227968,15,0.192
dish_1566590007,tomatoes,14.247552,0.968833536,30,0.291
dish_1566590007,onions,5.69902,0.5129118,15,0.077
dish_1566590007,pizza,135,44.55,80,35.640
dish_1566590007,tofu,122,2.318,15,0.348
dish_1566590007,jalapenos,5.69902,0.3704363,32,0.119
dish_1566590007,spinach (raw),5.69902,0.20516472,15,0.031
dish_1566590007,chicken,113.980415,0,0,0.000
dish_1566590007,millet,28.495104,6.753339648,70,4.727
dish_1566844850,cabbage,11.45631,0.36660192,15,0.055
dish_1566844850,wheat berry,11.45631,2.18815521,30,0.656
dish_1566844850,pork,85.922325,0,0,0.000
dish_1566844850,jalapenos,0.143204,0.00930826,32,0.003
dish_1566844850,pepperoni pizza,63,20.16,80,16.128
dish_1566844850,caesar salad,164,7.052,0,0.000
dish_1566844850,carrot,2.864078,0.2864078,30,0.086
dish_1560357267,scrambled eggs,383,6.128,0,0.000
dish_1557937335,yam,38,11.172,70,7.820
dish_1564686702,cheese pizza,105,35.175,80,28.140
dish_1564686702,olives,25,1.575,15,0.236
